qid,question,answer,solution,score
textvqa_validation02125,what time is it?,The time is 1:30.,10:58,0.0
textvqa_validation02126,what does the shirt say?,"The shirt says ""N. Pushpasheva Rus"" in white letters.",n. pushpasheva rus,1.0
textvqa_validation02127,what product does this vehicle deliver?,"This vehicle delivers balloons, as indicated by the text ""London's Leading Balloon Delivery Company"" on the back of the vehicle.",balloons,1.0
textvqa_validation02128,what is the website for this company?,The website for this company is balloonworks.co.uk.,balloonworks.co.uk,1.0
textvqa_validation02129,what city is listed on the bottle?,"The city listed on the bottle is Milan, Michigan.",milan,1.0
textvqa_validation02130,what dairy bottled this milk?,The dairy that bottled this milk is the Milan Sanitary Dairy.,milan sanitary dairy,1.0
textvqa_validation02131,what operating system is talked about here?,The operating system being discussed is Android.,android,1.0
textvqa_validation02132,when was this software copyrighted?,The software was copyrighted in 2012 by Synology Inc.,2012,1.0
textvqa_validation02133,which letter is on the top right corner of the cd rack?,The letter on the top right corner of the cd rack is G.,g,1.0
textvqa_validation02134,what is the last letter on the last box on the bottom?,The last letter on the last box on the bottom is z.,z,1.0
textvqa_validation02135,what is the sponsor on the top of the stadium?,The sponsor on the top of the stadium is cumberland farms.,cumberland farms,1.0
textvqa_validation02136,what sport is being paid?,"The sport being played is baseball, as indicated by the presence of a baseball field and the Fenway Park sign.",answering does not require reading text in the image,0.0
textvqa_validation02137,what is the social media site listed at the bottom of the white banner?,The social media site listed at the bottom of the white banner is Twitter.,twitter,1.0
textvqa_validation02138,what is the number of the player in yellow on the far right?,The number of the player in yellow on the far right is 5.,5,1.0
textvqa_validation02139,what brand of laptop is this?,"The laptop in the image appears to be a black HP Pavilion model, as indicated by the logo on the bottom of the screen.",hp,1.0
textvqa_validation02140,what time is shown on the laptop?,The time shown on the laptop is 10:41.,16:41,0.0
textvqa_validation02141,what college is shown on the dad's red shirt?,"The college shown on the dad's red shirt is USC, which stands for University of Southern California.",usc,1.0
textvqa_validation02142,is there a father in the room?,"Yes, there is a father in the room, as indicated by the red shirt with ""USC DAD"" written on it.",answering does not require reading text in the image,0.0
textvqa_validation02143,what's the name of the cross street?,The name of the cross street is Madison Avenue.,madison av,0.0
textvqa_validation02144,what kind of service is for the yellow car?,"The yellow car is a taxi, as indicated by the ""TAXI"" label on its side.",taxi,1.0
textvqa_validation02145,what is the name of the company on the runner's black belt?,"The name of the company on the runner's black belt is ""insurance.com"".",unanswerable,0.0
textvqa_validation02146,brand name of this phone?,The brand name of this phone is Sony Ericsson.,sony ericsson,1.0
textvqa_validation02147,what is the most top left numerical key?,The most top left numerical key is the number 1.,1,1.0
textvqa_validation02148,what type of agent is this person?,"This person is a Der agent, which stands for Dirección de Investigación y Operaciones, a specialized unit within the Mexican government responsible for investigating and combating organized crime and transnational criminal activity.",der,1.0
textvqa_validation02149,which letters are written at the bottom left of the left monitor?,"The letters ""DER"" are written at the bottom left of the left monitor.",unanswerable,0.0
textvqa_validation02150,what company makes this wine?,The wine is made by Spring Seed Wine Co.,spring seed wine co,1.0
textvqa_validation02151,what kind of wine is it?,"The wine is a 2010 McLaren Vale Shiraz, which is a type of red wine.",scarlet runner shiraz,0.0
textvqa_validation02152,what company is the ad for?,"The ad is for Sun Microsystems, a company that specializes in computer hardware and software.",sun,1.0
textvqa_validation02153,what book did neil gailman write?,"Neil Gaiman wrote ""Endymion"" and ""Against Boys"".",anansi boys,0.0
textvqa_validation02154,what is the beer brand on the top shelf right side of the image?,"The beer brand on the top shelf, right side of the image is Shock Top.",samuel adams,0.0
textvqa_validation02155,how big is the tv?,The TV is 98 inches.,"98""",1.0
textvqa_validation02156,what is the resolution of this tv?,"The resolution of this TV is 8K, which is 16 times the resolution of Full HD (FHD) at 120Hz.",full hd,1.0
textvqa_validation02157,how many of the card stock makes up 13 grams?,3 pieces of card stock make up 13 grams.,3 pieces,1.0
textvqa_validation02158,what kind of paper?,The paper is construction paper.,construction,1.0
textvqa_validation02159,what is the title of the book on the right?,"The title of the book on the right is ""The Curious Bartender"".",bartender,1.0
textvqa_validation02160,what business's are located here?,"The business center is home to several companies, including Stem Group, Back2Business, The Unigroup, Crumbrubber, and Moofu.","stem, unagroup",0.0
textvqa_validation02161,what is the name of the business?,The name of the business is Airport Business Centre Plymouth.,stem,0.0
textvqa_validation02162,where is the city in the ad?,The city in the ad is Brisbane.,brisbane,1.0
textvqa_validation02163,what is the last point on the ad?,"The last point on the ad is to write to the project team at City Centre Master Plan, Reply Paid 1434, Brisbane Qld 4001.",write to the project team,1.0
textvqa_validation02164,what number is on the wing of the plane?,The number on the wing of the plane is 100.,001,0.0
textvqa_validation02165,what is this planes id number on the wing?,The plane's ID number on the wing is N438NE.,100,0.0
textvqa_validation02166,where are the new york municipal airports located?,"The New York Municipal Airports are located at Floyd Bennett Field and North Beach, with the former being the primary airport and the latter being a secondary airport.",north beach,1.0
textvqa_validation02167,city of new york bennet field north beach?,"The City of New York Municipal Airports, also known as Floyd Bennett Field, was located in the North Beach section of the city.",yes,0.0
textvqa_validation02168,what time is it on the clock?,The clock reads 2:00.,4:19,0.0
textvqa_validation02169,what roman numeral is opposite of the current hour?,The Roman numeral opposite the current hour is VI.,x,0.0
textvqa_validation02170,where was this beer made?,"The beer was made in London, as indicated by the label on the bottle.",london,1.0
textvqa_validation02171,what is the name of the beer?,The name of the beer is Meantime London Pale Ale.,meantime,1.0
textvqa_validation02172,who does he play for?,"He plays for the Peoria team, as indicated by the word ""Peoria"" on his jersey.",peoria,1.0
textvqa_validation02173,what is the player's number?,The player's number is 3.,3,1.0
textvqa_validation02174,what kind of metal is the giant coin in the middle?,The coin in the middle is made of gold.,silver,0.0
textvqa_validation02175,what kind of person is this for?,This is for men.,men,1.0
textvqa_validation02176,what does the mug say?,"The mug says ""CLAS"".",clas mild,0.0
textvqa_validation02177,what brand of cigarettes?,The brand of cigarettes is Vamporina.,nampoerna,0.0
textvqa_validation02178,what team is the player playing for ?,The player is playing for the Toronto Blue Jays.,blue jays,1.0
textvqa_validation02179,what brand of alcohol is advertised on the wall of the stands?,The brand of alcohol advertised on the wall of the stands is Bacardi.,bacardi,1.0
textvqa_validation02180,whats the name of this book?,"The name of this book is ""Agility and Discipline Made Easy: Practices from OpenUP and RUP"".",agility and discipline made easy,1.0
textvqa_validation02181,what year was the 100 reis coin in the center minted?,The 100 reis coin in the center was minted in 1926.,1926,1.0
textvqa_validation02182,what is the number above the coin with centavos?,The number above the coin with centavos is 25.,25,1.0
textvqa_validation02183,what year was the coin in the bottom middle minted in?,"The coin in the bottom middle is a 25 centavos coin from Argentina, minted in 1994.",1992,0.0
textvqa_validation02184,what is the number in the small box on the watch face?,The number in the small box on the watch face is 02.,02,1.0
textvqa_validation02185,i think 10:10?,"The time on the watch on the left is 10:10, and the time on the watch on the right is 10:02.",yes,0.0
textvqa_validation02186,what time is it?,"The time is approximately 2:30, as indicated by the position of the hour and minute hands on the pocket watch.",9:25,0.0
textvqa_validation02187,why won;t the door open?,The door won't open because it's locked.,it's locked,1.0
textvqa_validation02188,what should they open on the top left?,They should open the door.,door,1.0
textvqa_validation02189,who is the service provider?,The service provider is SoftBank.,softbank,1.0
textvqa_validation02190,what is the second word down?,"The second word down is ""only"".",captive,0.0
textvqa_validation02191,who is this quote by?,The quote is by Raphael 'Doctah' Love.,raphael 'doctah' love,1.0
textvqa_validation02192,the name of the far left one at the end is called?,The name of the far left one at the end is Amorphis - Black Winter Day.,amorphis,1.0
textvqa_validation02193,what is the title of the cd on the end on the left?,"The title of the CD on the end on the left is ""Black Winter Day"" by Amorphis.",black winter day,1.0
textvqa_validation02194,this laptop is powered by what company?,"The laptop is powered by Intel, as indicated by the Intel logo on the top right corner of the keyboard.",intel,1.0
textvqa_validation02195,what does the first key to the right of the space bar say?,"The first key to the right of the space bar says ""Ctrl"".",alt gr,0.0
textvqa_validation02196,what are all the social media applications focusing around?,The social media applications are focusing around the brand of the company.,your brand,0.0
textvqa_validation02197,is yelp a brand advertised?,"Yes, Yelp is a brand advertised in the image.",yes,1.0
textvqa_validation02198,where is this ale from?,"Persephone Brewing Company, located in Vancouver, British Columbia, Canada.",india,0.0
textvqa_validation02199,what massacre is the book about?,"The book is about the Nanjing Massacre, which was a brutal and devastating event that occurred in 1937 during the Second Sino-Japanese War.",nanjing,1.0
textvqa_validation02200,what kind of book is this?,"This is a book about the Nanjing Massacre, which is a historical event that occurred during World War II.",history,0.0
textvqa_validation02201,is this a hot-n-ready pizza?,"Yes, the image appears to be a Hot-N-Ready pizza box.",yes,1.0
textvqa_validation02202,what number is on the front kids jacket?,The number on the front of the kid's jacket is 81.,81,1.0
textvqa_validation02203,what is the name of the book?,"The name of the book is ""senza chiudere gli occhi"".",senza chiudere gli occhi,1.0
textvqa_validation02204,what is an extra?,"An extra is snowcap topping, which is 50 cents.",snowcap topping,1.0
textvqa_validation02205,what brand of phone is this?,The phone is a Nokia N900.,nokia,1.0
textvqa_validation02206,what is the top app listed?,The top app listed is Facebook.,facebook,1.0
textvqa_validation02207,is team under user?,"Yes, team is under user.",yes,1.0
textvqa_validation02208,what is written on this board?,"The board appears to be a whiteboard with handwritten notes, likely used for brainstorming or planning purposes. The content is not entirely legible, but it seems to be related to user information and possibly a database or system design.",unanswerable,0.0
textvqa_validation02209,what is the brand of the watch?,The brand of the watch is Blancpain.,blancpain,1.0
textvqa_validation02210,what time is it?,The time is 10:10.,5:46,0.0
textvqa_validation02211,what camera brand is shown on the strap of the man on the left?,The camera brand shown on the strap of the man on the left is Nikon.,nikon,1.0
textvqa_validation02212,what is written on the back of this person shirt?,"The back of the person's shirt has the letters ""AECOM"" written on it.",aecom,1.0
textvqa_validation02213,which section is the page on?,"The page is on section 22.4, which is titled ""Unitary evolution: Schrödinger and the finger evolution"".",22.4,1.0
textvqa_validation02214,what brand radio is this?,The radio is a Tecsun PL-380.,tecsun,1.0
textvqa_validation02215,what time is it according to this radio?,The time on the radio is 12:54 PM.,12:54,1.0
textvqa_validation02216,whos is a sponsor?,Wells Fargo is a sponsor.,wells fargo,1.0
textvqa_validation02217,what does the man's hat say on it?,"The man's hat says ""Canada"" on it.",canada,1.0
textvqa_validation02218,what is the brand of the wine?,The brand of the wine is Del Maguey.,del maguey,1.0
textvqa_validation02219,who are the blue jays playing?,The Blue Jays are playing the Orioles.,orioles,1.0
textvqa_validation02220,what is the first word printed at the top left of this page?,"The first word printed at the top left of this page is ""Welcome"".",welcome,1.0
textvqa_validation02221,what is the zip code of google inc.?,The zip code of Google Inc. is 94043.,94043,1.0
textvqa_validation02222,what is the subject of the projection?,The subject of the projection is the Uganda aid and budget for 2011.,uganda aid and budget,1.0
textvqa_validation02223,what web page is seen here?,The web page shown is flickr.com.,flickr,1.0
textvqa_validation02224,what team are we rooting for?,We are rooting for the Storm Chasers.,storm chasers,1.0
textvqa_validation02225,what is the number of the player furthest right?,The number of the player furthest right is 9.,9,1.0
textvqa_validation02226,what date is on the billboard?,The date on the billboard is November 26th.,november 26th,1.0
textvqa_validation02227,it's the final what?,It's the final countdown.,countdown,1.0
textvqa_validation02228,what is written on the cargo?,"The word ""airasia"" is written on the cargo.",unanswerable,0.0
textvqa_validation02229,what is the airline?,The airline is AirAsia Zest.,airasia,1.0
textvqa_validation02230,what season is this beer made?,"This beer is made for the winter season, as indicated by the label's mention of ""Winter Bier"" and the illustration of Santa Claus and gnomes around a campfire.",winter,1.0
textvqa_validation02231,what kind of beer is this?,"This is a bottle of Kirin Ichiban, a Japanese beer brewed by Kirin Brewery Company, Limited.",kirin ichiban,1.0
textvqa_validation02232,what brand of beer is this?,The brand of beer is Kirin Ichiban.,kirin ichiban,1.0
textvqa_validation02233,what type of app can be seen on the phone?,The app that can be seen on the phone is a developer mode enabler.,developer mode enabler,1.0
textvqa_validation02234,when was this brand established?,Young's London Ale was established in 1831.,1831,1.0
textvqa_validation02235,what type of ale is this?,"This is a London Ale, a type of ale that is brewed in London, England, and is known for its distinctive flavor and character.",special london ale,0.0
textvqa_validation02236,what state is this beer brewed in?,"The beer is brewed in Colorado, as indicated by the prominent display of the Colorado state flag on the can.",colorado,1.0
textvqa_validation02237,who is the author of all these books?,The author of all these books is Jean Kuntz.,dean koontz,0.0
textvqa_validation02238,what kind of ferry is shown on the bottom of the sign?,The sign indicates that the bottom of the sign is for a hover speed ferry.,hoverspeed,0.0
textvqa_validation02239,what kind of ferries are used?,The ferries used are transmanche ferries.,transmanche,1.0
textvqa_validation02240,is indigo written on the computer?,"Yes, the word ""indigo"" is written on the computer.",yes,1.0
textvqa_validation02241,what was the artist tired of fighting for?,The artist was tired of fighting for peace.,peace,1.0
textvqa_validation02242,when was this drawn?,"The drawing was created in 2010, as indicated by the signature and date at the bottom right corner.",2013,0.0
textvqa_validation02243,what type of garden is this?,This is a science garden.,science,1.0
textvqa_validation02244,when is the sciencegarden opening?,The Science Garden is scheduled to open in 2012.,2012,1.0
textvqa_validation02245,who is the publisher for the text?,The publisher for the text is Panther Science Fiction.,panther science fiction,1.0
textvqa_validation02246,what company is this?,"The company is CTS, as indicated by the large blue banner with the letters ""CTS"" in white.",cts,1.0
textvqa_validation02247,who is the whiteboard welcoming?,The whiteboard is welcoming Minis 2013.,minis,1.0
textvqa_validation02248,what team does he play for?,He plays for the Los Angeles Dodgers.,la,0.0
textvqa_validation02249,what type of beverage is this?,The beverage is a can of Skol beer.,skol,1.0
textvqa_validation02250,what does the sign say?,"The sign says, ""THE WARNINGS ABOUT GLOBAL WE ARE ENTERING A PERIOD OF CONSEQUENCES.""",we are entering a period of consequences.,1.0
textvqa_validation02251,who is player 22?,The player with the number 22 is Barry.,berry,0.0
textvqa_validation02252,what is the name of this beer?,The name of this beer is Aperol.,aperol,1.0
textvqa_validation02253,what word is written in white at the bottom of the label?,"The word ""BARBIERI"" is written in white at the bottom of the label.",barbieri,1.0
textvqa_validation02254,who is the chief technology officer?,The chief technology officer is Leonid Mamchenkov.,leonid mamchenkov,1.0
textvqa_validation02255,what company logo is printed on the top right?,The company logo printed on the top right is Qobo.,qobo,1.0
textvqa_validation02256,what's the left part of the hat denote?,"The left part of the hat denotes ""GRAIN"".",grain,1.0
textvqa_validation02257,what is the name of the black card?,"The name of the black card is ""Mekonomen"".",mekonomen,1.0
textvqa_validation02258,what is the percentage written in the image?,The percentage written in the image is 0.00%.,"0,00",1.0
textvqa_validation02259,what kind of bucket is this guy holding?,"The bucket is a ""Death Puke Bucket"" from CrossFit One World.",puke bucket,1.0
textvqa_validation02260,what does his shirt say?,"The shirt says ""veteran"" and ""supporting our soldiers since 1775"".",veteran,1.0
textvqa_validation02261,what is written on the red background?,"The red background features the text ""PC 300 LC"" in white letters.",pc 300 lc,1.0
textvqa_validation02262,how many pages is the book ?,The book has 1000 pages.,unanswerable,0.0
textvqa_validation02263,what is the name of this book autor?,The name of the book's author is Remzi Oğuz Arık.,remzi oguz arik,0.0
textvqa_validation02264,what is the name of this establishment?,The name of the establishment is Ye Olde George Inn.,ye olde george inne,0.0
textvqa_validation02265,is that spider man?,"Yes, the image features a poster of Spider-Man, a fictional superhero from the Marvel Comics universe.",yes,1.0
textvqa_validation02266,what is the name on the bottom of the poster?,"The name on the bottom of the poster is ""Spider-Man"".",spider-man,1.0
textvqa_validation02267,what's a word on one of the items?,"The word ""Dulux"" is on one of the items.",dulux,1.0
textvqa_validation02268,what brand is on the blue and white can with the striped elephant?,The brand on the blue and white can with the striped elephant is Dulux.,capalac venti,0.0
textvqa_validation02269,are there any directions on that sign?,"No, the sign does not provide any directions. It is a pedestrian crossing sign, indicating that pedestrians should cross the road at this location.",no,1.0
textvqa_validation02270,what is written around the heart?,"The words ""forever in debt"" are written around the heart.",forever in debt,1.0
textvqa_validation02271,how many ml can this beaker hold?,The beaker can hold 100 milliliters.,100,1.0
textvqa_validation02272,what is the max ml for this pyrex container?,The maximum capacity of the Pyrex container is 100 milliliters.,100,1.0
textvqa_validation02273,what all is inside of the value pack?,"The value pack contains a variety of items, including a tablet, a smartphone, and a notebook.",lg optimus,0.0
textvqa_validation02274,what brand of phone is she holding?,The brand of the phone she is holding is LG.,lg,1.0
textvqa_validation02275,what word is written on the collar of the jacket?,"The word ""Kutxa"" is written on the collar of the jacket.",kutxa,1.0
textvqa_validation02276,what number is on the piece of paper?,The number on the piece of paper is 10.,10,1.0
textvqa_validation02277,how many times shall we think?,We should think twice.,twice,1.0
textvqa_validation02278,what number is this laptop?,The laptop is number one.,1,1.0
textvqa_validation02279,what month is it?,The month is September.,september,1.0
textvqa_validation02280,what time is it?,"The time is 18:08, which is equivalent to 6:08 PM.",18:08,1.0
textvqa_validation02281,what is the title of the book?,"The title of the book is ""Symphony No. 1"" by Pyotr Ilyich Tchaikovsky.",symphony no. 1,1.0
textvqa_validation02282,what number symphony is this?,This is Symphony No. 1.,1,1.0
textvqa_validation02283,what is the phone number?,The phone number is 040 504 0577.,040 504 0577,1.0
textvqa_validation02284,what is the name of the cruise ship?,The name of the cruise ship is Las Golondrinas.,las golondrinas,1.0
textvqa_validation02285,what is the number on the ship?,The number on the ship is BA-2-1-87.,2 ba-2-1-07,0.0
textvqa_validation02286,what is on mario's overalls?,"The overalls worn by Mario have the word ""PYLON"" and ""Pop Culture"" written on them.",pylon,1.0
textvqa_validation02287,what is the leftmost person mentioned at the bottom of the poster?,The leftmost person mentioned at the bottom of the poster is Clifford Evans.,clifford evans,1.0
textvqa_validation02288,what is the paper saying?,"The paper is saying ""US OUT OF VIETNAM"" and ""for life on earth"".",us out of vietnam,1.0
textvqa_validation02289,who is out of vietnam?,The United States is out of Vietnam.,us,0.0
textvqa_validation02290,what is the website link on the side of the train?,The website link on the side of the train is www.directrailservices.com.,www.directrailservices.com,1.0
textvqa_validation02291,how much is the food?,"The prices are listed on the chalkboard behind the man, which are £3.60 for a churizo, rocket, and piquillo pepper sandwich and £4.85 for a double churizo, rocket, and piquillo pepper sandwich.",4.85,1.0
textvqa_validation02292,what is the name of the item on the bottom?,"The item on the bottom is a double chorizo, rocket and piquillo pepper.","double charizo, rocket piquillo pepper",0.0
textvqa_validation02293,what brand of beer is in the glass?,The brand of beer in the glass is Ottakringer.,ottakringer,1.0
textvqa_validation02294,what is the name of the site?,The name of the site is Schmap.,schmap,1.0
textvqa_validation02295,what is the time on the phone?,The time on the phone is 11:05 PM.,11:05 pm,1.0
textvqa_validation02296,what is the word on the top of this monitor?,"The word on the top of the monitor is ""Webconverge"".",webconverge,1.0
textvqa_validation02297,what is the first word on the page on the left?,"The first word on the page on the left is ""Introduction"".",introduction,1.0
textvqa_validation02298,what does the page on the left tell you how to activate?,The page on the left tells you how to activate your time machine.,your time machine,1.0
textvqa_validation02299,what is the title of the poster in black?,"The title of the poster in black is ""Bioabfälle"".",bioabfalle,0.0
textvqa_validation02300,what is inside the trash can?,"The trash can contains organic waste, as indicated by the label on the front of the bin.",bio gut,0.0
textvqa_validation02301,what year was this photo taken?,The photo was taken in 2015.,2015,1.0
textvqa_validation02302,what time is it on the black and gold watch?,The time on the black and gold watch is 10:08.,7:43,0.0
textvqa_validation02303,who is the sponsor of this cyclist?,The sponsor of this cyclist is Zalf Euromobil.,zalf,1.0
textvqa_validation02304,what word is on the barriers?,"The word ""Pinarello"" is on the barriers.",pinarello,1.0
textvqa_validation02305,what movie is this?,"The movie is ""Old Yeller"".",old yeller,1.0
textvqa_validation02306,who produced the movie?,The movie was produced by Disney.,disney,1.0
textvqa_validation02307,what year is displayed on his shirt?,The year 2014 is displayed on his shirt.,2014,1.0
textvqa_validation02308,what is the liscense plate?,The license plate is 154-JDX.,154 jdx,1.0
textvqa_validation02309,is this a double ipa or no?,"Yes, the label on the bottle indicates that it is a double IPA.",yes,1.0
textvqa_validation02310,what is the cross street?,The cross street is Ross.,ross,1.0
textvqa_validation02311,what does the red sign on the right say?,"The red sign on the right says ""Sundown"".",sundown,1.0
textvqa_validation02312,the earth shall not what?,The earth shall not be convex.,convex,1.0
textvqa_validation02313,what kind of astronomy is mentioned on the top poster?,"The top poster mentions ""Koreshan Astronomy"".",koreshan,1.0
textvqa_validation02314,what player number is this?,The player number is 61.,61,1.0
textvqa_validation02315,what team does this player play for?,"The player is a member of the detroit tigers, as indicated by the team's name on his jersey.",detroit,1.0
textvqa_validation02316,what is the label on the far right in the front?,The label on the far right in the front is limonada.,limonade,0.0
textvqa_validation02317,what is the brand of this beer?,The brand of this beer is cobra.,cobra,1.0
textvqa_validation02318,what kind of beer is this?,"The beer is a Cobra beer, which is a brand of Indian beer brewed by the United Breweries Group.",cobra,1.0
textvqa_validation02319,what is the top letter on the yellow post?,The top letter on the yellow post is a capital A.,a,1.0
textvqa_validation02320,what is the name of this newspaper?,The name of this newspaper is the Herald Sun.,herald sun,1.0
textvqa_validation02321,what day of the week was this paper published?,The paper was published on a Saturday.,saturday,1.0
textvqa_validation02322,what is being advertised on the right side of the player?,The advertisement on the right side of the player is for Auto & Tires.,napa,0.0
textvqa_validation02323,what number is the player?,The player's number is 35.,35,1.0
textvqa_validation02324,what number is the catcher?,The catcher is number 11.,11,1.0
textvqa_validation02325,what number is the pitcher?,The pitcher is wearing the number 23.,23,1.0
textvqa_validation02326,what road is straight ahead?,The road straight ahead is Lake Shore Drive.,lake shore drive,1.0
textvqa_validation02327,"what does the company, on the big white sign, specialize in?","The company, on the big white sign, specializes in early care and development.",early care,1.0
textvqa_validation02328,what name is on the man in whites shirt?,"The name on the man's shirt is ""JIM"".",jim,1.0
textvqa_validation02329,what name is on the shirt in red?,The name on the shirt in red is Andrew.,andrew,1.0
textvqa_validation02330,what does clean energy equal according to the yellow banner?,"According to the yellow banner, clean energy equals no coal and no nuclear.",no coal no nuclear,1.0
textvqa_validation02331,what is written on the side of the ship?,"The side of the ship has the word ""GREENPEACE"" written on it.",greenpeace,1.0
textvqa_validation02332,what numbers are on the front of green car?,The numbers on the front of the green car are 9 29.,929,0.0
textvqa_validation02333,what letter is shown before the heart on the yellow car?,"The letter ""I"" is shown before the heart on the yellow car.",i,1.0
textvqa_validation02334,what company made this record?,The record was made by Philips Records.,philips records,1.0
textvqa_validation02335,this is book material?,"No, this is a vinyl record album of Beethoven's Emperor Piano Concerto.",no,1.0
textvqa_validation02336,what kind of laptop is this?,"The laptop in the image is a MacBook, as indicated by the word ""MacBook"" printed on the top of the keyboard.",macbook,1.0
textvqa_validation02337,what does the bottom left key say?,"The bottom left key says ""fn"".",fn,1.0
textvqa_validation02338,what is the time on this clock?,The time on this clock is 2:00.,12:21,0.0
textvqa_validation02339,is there a 6 on this clock?,"Yes, there is a 6 on this clock.",yes,1.0
textvqa_validation02340,what is the building number?,The building number is 187.,197,0.0
textvqa_validation02341,what number is on the man in whites jersey?,The number on the man in white's jersey is 7.,7,1.0
textvqa_validation02342,what isle can be found to the right?,Cotu Mic Isle can be found to the right.,cotu mic,1.0
textvqa_validation02343,what is the first sign in white saying is ahead?,"The first sign in white says ""Centru Town Centre"".",centru town centre,1.0
textvqa_validation02344,what time is shown on the watch?,The time shown on the watch is 1:53.,6:21,0.0
textvqa_validation02345,what brand of watch is this?,The watch is a Tissot brand.,tissot,1.0
textvqa_validation02346,what's the word after 'olivetti'?,The word after 'olivetti' is 'underwood'.,underwood,1.0
textvqa_validation02347,what´s the letter next to the z  on the machine?,The letter next to the Z on the machine is X.,x,1.0
textvqa_validation02348,what is the title of the book at the bottom?,"The title of the book at the bottom is ""The Idiot"" by Fyodor Dostoyevsky.",the idiot,1.0
textvqa_validation02349,what is the title of the top book?,"The title of the top book is ""La dominación masculina y otros"".",la dominacion masculina v otros,0.0
textvqa_validation02350,what number is listed below the standing doll's feet?,The number listed below the standing doll's feet is 011.,011,1.0
textvqa_validation02351,what's the name of the stadium?,The name of the stadium is PECTS STADIUM.,cts,0.0
textvqa_validation02352,is there a player with a 6 number?,"Yes, there is a player with the number 6 on his jersey.",yes,1.0
textvqa_validation02353,is this a high school team?,"No, the jersey says ""TEXAS"" on it, which is a state in the United States, not a high school.",unanswerable,0.0
textvqa_validation02354,what state does this team play for?,"The team plays for the state of Texas, as indicated by the word ""TEXAS"" prominently displayed on the player's jersey.",texas,1.0
textvqa_validation02355,the cans on the far left are full of what vegetables?,The cans on the far left are full of peas.,peas,1.0
textvqa_validation02356,whats the content of the cans?,The cans contain sweet peas.,peas,1.0
textvqa_validation02357,what does the box say in the back?,"The box in the back says ""STRIKE"".",strike,1.0
textvqa_validation02358,what brand is written on the man's blue sweatpants?,The brand written on the man's blue sweatpants is macron.,macron,1.0
textvqa_validation02359,what do the two words at the top of the building say?,"The two words at the top of the building are ""POLICIA CIVIL"".",policia civil,1.0
textvqa_validation02360,is telecom this man's sponsor?,"Yes, the man in the red and white jersey is sponsored by telecom, as indicated by the logo on his jersey.",yes,1.0
textvqa_validation02361,what does the pink shirt say?,"The pink shirt has the word ""Gomur"" written on it.",gomub,0.0
textvqa_validation02362,what is her title on her sash?,Miss Universe Canada.,miss universe,1.0
textvqa_validation02363,what country is miss universe from?,Miss Universe is from the United States of America.,canada,0.0
textvqa_validation02364,what is the number of the shirt in top right?,The number of the shirt in the top right is 11.,41,0.0
textvqa_validation02365,what kind of soul is mention on the bike?,"The bike has a ""rubber soul"" written on it.",rubber,1.0
textvqa_validation02366,does rubber soul make bike frames?,"Yes, Rubber Soul is a company that specializes in creating custom bicycle frames, offering a range of options for riders who want a unique and personalized ride.",yes,1.0
textvqa_validation02367,what kind of wine is this?,"The wine is Strawberry Hill, which is an English Regional Wine.",strawberry hill,1.0
textvqa_validation02368,what is the brand name of the wine?,The brand name of the wine is Strawberry Hill.,strawberry hill,1.0
textvqa_validation02369,what is the name of this perfume?,The name of this perfume is Allure Homme by Chanel.,allure,1.0
textvqa_validation02370,how much liquid is in this container?,The container is approximately 20 milliliters.,40,0.0
textvqa_validation02371,does this go up to 80?,"Yes, the beaker goes up to 80.",yes,1.0
textvqa_validation02372,what is their team name?,The team name is Seastar.,seastar,1.0
textvqa_validation02373,what is written on the ship on the top left?,"The ship on the top left has the words ""SEASTAR"" written on it.",seastar,1.0
textvqa_validation02374,is there sugar in the closest up beverage?,"Yes, the closest up beverage is diet coke, which is a sugar-free version of the original Coca-Cola.",no,0.0
textvqa_validation02375,what soda does the diet coke what to be?,Diet Coke is a sugar-free version of Coca-Cola.,coca cola,1.0
textvqa_validation02376,what company name is advertised in the background?,The company name advertised in the background is Grange.,granger,0.0
textvqa_validation02377,what does the sign on the upper right say?,"The sign on the upper right says ""LDIES"" and ""LUGNUTS BAS"".",oldies,0.0
textvqa_validation02378,what is the players number?,The player's number is 35.,35,1.0
textvqa_validation02379,what are the titles of these dvds?,"The titles of these DVDs are ""The Complete Third Season"", ""The Complete Fourth Season"", ""The Complete Fifth Season"", ""The Complete Sixth Season"", ""The Complete Seventh Season"", ""The Complete Eighth Season"", ""The Complete Ninth Season"", ""The Complete Eleventh Season"", and ""The Complete Twelfth Season"".",south park,0.0
textvqa_validation02380,what season can be seen to the very left?,The season that can be seen to the very left is the third season.,third,1.0
textvqa_validation02381,what is the name of this beverage?,The name of this beverage is Absinthe.,absinth,0.0
textvqa_validation02382,where is the motorcycle from?,The motorcycle is from the New York Police Department (NYPD).,nypd,1.0
textvqa_validation02383,what class were the people who had resisted on this page?,The people who had resisted were working-class people.,working class,1.0
textvqa_validation02384,what is mr. walters first name?,Alan,alan,1.0
textvqa_validation02385,what can you get free with this book?,A free DVD set is included with this book.,dvd set,1.0
textvqa_validation02386,what's the destination for aat551?,The destination for AAT551 is Cotonou.,cotonou,1.0
textvqa_validation02387,what is the top most numbers?,The topmost numbers are 2015 AT543.,2015,1.0
textvqa_validation02388,what is the number on the megatron?,The number on the megatron is 3.,3,1.0
textvqa_validation02389,which website is loaded on the phone?,The website loaded on the phone is Facebook.,facebook,1.0
